home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
363,이아름,93,01053236913,F,강지은,01039321177,자녀,840416-1455597,004-929910682892,하나,30,37.497151,126.924783,신대방삼거리역 도보5분 신축급 가성비최고 저렴한월세 완전깔끔,363,363,서울,동작구,empty,여의대방로22사길 22,empty,USER
364,김정희,76,01076176845,F,김현지,01051582050,자녀,690528-1233716,002-179248843061,우리,55,37.494956,126.926344,신대방삼거리역 신축급 풀옵션 분리형 원룸 월세,364,364,서울,동작구,empty,보라매로9다길 2,empty,UNAUTHORIZED_MEMBER
365,손수민,92,01011497571,F,박준호,01059341674,자녀,180518-1264868,002-411262303179,우리,30,37.495198,126.924997,"보라매병원 도보5분이내,신축급 분리형 풀옵션 1룸",365,365,서울,동작구,empty,보라매로9길 38,empty,USER
366,양보람,88,01050951551,F,백숙자,01009173224,자녀,320511-2715875,001-774206028772,국민,25,37.499388,126.939631,교통편리한 주택가 큰평수 원룸,366,366,서울,동작구,empty,성대로27길 6,empty,UNAUTHORIZED_MEMBER
367,우경숙,87,01000820379,F,한성진,01031264139,자녀,210807-2322553,015-222477218381,대구,50,37.494807,126.956632,숭실대 중문과 메인상권 초역세권 저렴한 지상층 원룸,367,367,서울,동작구,empty,상도로61길 32,empty,UNAUTHORIZED_MEMBER
368,김재호,71,01070115363,M,김성현,01028894782,자녀,270816-1484155,015-302724771893,대구,35,37.497686,126.926669,지층같지 않는 1층 원룸입니다. 깔끔합니다,368,368,서울,동작구,empty,보라매로19길 21,empty,UNAUTHORIZED_MEMBER
369,이예원,81,01096823728,F,김순옥,01058871851,자녀,910718-2794415,023-901665456602,케이,35,37.49447,126.929845,보라매병원 인근 사이즈크고 가성비까지 챙기는 풀옵션원룸,369,369,서울,동작구,empty,국사봉6길 60,empty,USER
370,윤영일,98,01041265428,M,오순옥,01053756121,자녀,570823-1757239,002-545233814776,우리,48,37.497305,126.924527,"xi큰길위치, 옵션O, 내부계단, 4층높이, 빠른입주가능.",370,370,서울,동작구,empty,여의대방로22아길 5,empty,UNAUTHORIZED_MEMBER
371,송윤서,84,01093568121,F,이현주,01089410482,자녀,080818-1258897,009-400492402875,우체국,39,37.493021,126.955837,숭실대입구역 1번 출구 역세권 매우 저렴한 분리형 원룸,371,371,서울,동작구,empty,상도로68길 1,empty,USER
372,이성현,69,01062825918,M,이우진,01017560122,자녀,250604-2826825,006-370330277371,기업,47,37.497156,126.925289,신대방삼거리역 도보 5분 가성비 끝판왕 수납많고 전자식 건조대까기,372,372,서울,동작구,empty,여의대방로22사길 26,empty,UNAUTHORIZED_MEMBER
373,강현준,78,01004773518,M,최은영,01079450227,자녀,330300-2951760,020-358492084004,제주,38,37.496401,126.929182,가성비 좋은 신축급 깔끔한 지상층오픈형원룸,373,373,서울,동작구,empty,국사봉2나길 14,empty,UNAUTHORIZED_MEMBER
374,이승민,100,01067690596,M,김정순,01074193978,자녀,700109-2805909,009-560733866667,우체국,30,37.496456,126.929506,empty,374,374,서울,동작구,empty,국사봉2마길 11,empty,USER
375,이예지,90,01090170574,F,서명숙,01076746618,자녀,580629-2422788,014-327856445618,경남,28,37.494497,126.926194,empty,375,375,서울,동작구,empty,보라매로9다길 12,empty,UNAUTHORIZED_MEMBER
376,서상철,89,01057774115,M,고아름,01098906642,자녀,390514-2331825,090-084587771438,카카오,40,37.496289,126.929131,empty,376,376,서울,동작구,empty,국사봉2라길 11,empty,UNAUTHORIZED_MEMBER
377,박병철,78,01035915377,M,황지우,01071048698,자녀,310204-2268753,004-593649565392,하나,35,37.496915,126.926035,"신삼역 역세권 깔끔한 신축급 원룸입니다,",377,377,서울,동작구,empty,보라매로15길 42,empty,UNAUTHORIZED_MEMBER
378,나수민,75,01044903182,F,이혜진,01070752272,자녀,160228-1173584,012-067545975835,토스,33,37.483033,126.979329,융자 없는 깔끔 저렴 오픈형 원룸,378,378,서울,동작구,empty,동작대로17길 24,empty,USER
379,이정희,88,01056302157,F,안예준,01023585206,자녀,620925-2442025,008-154195148979,SC제일,25,37.496164,126.982131,"반지층, 매우저렴, 1인가구, 대로변",379,379,서울,동작구,empty,동작대로41길 4,empty,USER
380,나민지,78,01091490766,F,박중수,01040989385,자녀,670904-1873099,006-946135429558,기업,35,37.487624,126.967368,"카카오대출가,남성역도보7분,도로변바로안쪽위치,풀옵션가성비최고",380,380,서울,동작구,empty,사당로 157,empty,USER
381,김현준,77,01015046148,M,이현준,01059027247,자녀,270807-1388454,004-044918698749,하나,37,37.487902,126.965408,급월세.방1.풀옵션 상태양호.평지.,381,381,서울,동작구,empty,사당로2차길 5,empty,USER
382,노은경,86,01028330892,F,최종수,01077074789,자녀,060915-1845361,017-826123618227,광주,43,37.481415,126.968975,"신축급 건물의 깔끔한 풀옵션, 채광O, 애완O, 보증금조율O",382,382,서울,동작구,empty,사당로16라길 46,empty,UNAUTHORIZED_MEMBER
383,박경희,70,01059022265,F,유예진,01004903496,자녀,130821-2959036,012-960529816257,토스,45,37.480853,126.976216,급매물 저렴한 풀옵션 원룸,383,383,서울,동작구,empty,동작대로11가길 14,empty,UNAUTHORIZED_MEMBER
384,허경수,69,01020464016,M,이하윤,01043333333,자녀,880021-1422052,011-827076165233,산업,45,37.480853,126.976216,"초저렴 풀옵션 원룸, 역세권",384,384,서울,동작구,empty,동작대로11가길 14,empty,UNAUTHORIZED_MEMBER
385,윤우진,69,01059968856,M,이재현,01033748772,자녀,080728-1159005,018-237212997003,수협,40,37.496963,126.923002,1.5룸 큰방 가성비 최고 보증금조절가능,385,385,서울,동작구,empty,여의대방로22바길 14,empty,USER
386,고명자,90,01032399522,F,김숙자,01082165536,자녀,020327-1282295,016-833375177398,전북,40,37.496963,126.923002,실제사진O｜즉시 입주O｜주차O｜너무 넓은 반지층 분리형 원룸,386,386,서울,동작구,empty,여의대방로22바길 14,empty,UNAUTHORIZED_MEMBER
387,민영일,87,01099907874,M,이보람,01029949888,자녀,600013-2593956,015-687243260057,대구,29,37.497541,126.923334,보라매역 도보4분 초초역세권 가성비최고 풀옵원룸 보증금조절가능,387,387,서울,동작구,empty,여의대방로22바길 63,empty,UNAUTHORIZED_MEMBER
388,최은정,97,01047605695,F,김병철,01023853472,자녀,500616-1901457,015-799195599436,대구,50,37.496672,126.923428,empty,388,388,서울,동작구,empty,여의대방로22바길 41,empty,USER
389,배현지,87,01019063561,F,조민석,01066225643,자녀,860723-1254555,002-031794141791,우리,35,37.497148,126.920298,보라매역 4분더블역세권가성비 최고 원룸,389,389,서울,동작구,empty,여의대방로22가길 15,empty,USER
390,이정훈,70,01057848278,M,홍시우,01047936672,자녀,050808-1314064,006-659360845510,기업,35,37.497148,126.920298,보라매역 4분더블역세권가성비 최고 원룸,390,390,서울,동작구,empty,여의대방로22가길 15,empty,UNAUTHORIZED_MEMBER
391,김성훈,68,01042941174,M,박수진,01032424132,자녀,770227-1178203,015-654632598659,대구,35,37.499025,126.922133,이가격에 가스까지 포함이라니 놓치지 마세요,391,391,서울,동작구,empty,여의대방로24다길 21,empty,UNAUTHORIZED_MEMBER
392,김순자,85,01068184725,F,김춘자,01022171387,자녀,380122-2789630,008-652815924228,SC제일,40,37.498987,126.921844,주차가능. 위치 좋은 가성비 원룸,392,392,서울,동작구,empty,여의대방로24다길 13,empty,UNAUTHORIZED_MEMBER
393,이지연,84,01040420539,F,손성진,01067788875,자녀,510000-2153397,003-005665708892,신한,32,37.487234,126.908894,"초역세권 완전 예쁘고, 주차가능한 원룸입니다",393,393,서울,동작구,empty,대림로 37,empty,UNAUTHORIZED_MEMBER
394,강영수,93,01005199808,M,류옥순,01053085801,자녀,920820-1829338,090-755066385795,카카오,35,37.496297,126.916501,"보라매초교옆,2층 방2칸,4월말이사,주차안됨",394,394,서울,동작구,empty,여의대방로16길 12,empty,USER
395,배경수,81,01090402424,M,김서연,01096505640,자녀,100227-2771997,001-082247745906,국민,40,37.486528,126.90947,깔끔한 분리형 원룸이 나왔습니다,395,395,서울,동작구,empty,신대방1길 40,empty,UNAUTHORIZED_MEMBER
396,김영철,82,01010042286,M,전지우,01040809954,자녀,640814-2526798,003-149185022775,신한,50,37.490024,126.910641,empty,396,396,서울,동작구,신대방동,empty,empty,UNAUTHORIZED_MEMBER
397,서성수,74,01073991318,M,이지원,01055896781,자녀,760112-2037712,004-461436120956,하나,37,37.486569,126.908603,empty,397,397,서울,동작구,empty,신대방1나길 9,empty,UNAUTHORIZED_MEMBER
398,김정남,67,01038026869,M,이준영,01032729918,자녀,290800-2978479,016-837331889107,전북,30,37.499418,126.923459,보라매역인근 대로변 가성비 좋은 원룸,398,398,서울,동작구,empty,여의대방로28길 56,empty,UNAUTHORIZED_MEMBER
399,이지영,97,01002175723,F,박준서,01026479499,자녀,770813-1045591,001-981845935375,국민,45,37.48839,126.907975,신축 도로가. 풀옵션,399,399,서울,동작구,empty,신대방3길 71,empty,UNAUTHORIZED_MEMBER
400,장영길,79,01012637044,M,이서연,01001500051,자녀,870924-1907037,008-677214213948,SC제일,40,37.488238,126.910468,주차협의후결정,400,400,서울,동작구,empty,신대방길 42,empty,USER
401,양민재,98,01035498253,M,김승민,01090560682,자녀,750118-1068115,003-094114403802,신한,50,37.490024,126.910641,신축급 깔끔한 풀옵션 월세입니다.,401,401,서울,동작구,신대방동,empty,empty,USER
402,박하은,93,01030911125,F,김영호,01029405871,자녀,070715-1476835,009-905723958146,우체국,55,37.486589,126.909721,empty,402,402,서울,동작구,empty,신대방1가길 1,empty,UNAUTHORIZED_MEMBER
403,오성훈,88,01048598710,M,이은서,01062850986,자녀,580911-2151531,017-348529921024,광주,40,37.498987,126.921844,초초역세권 지상층 넓은 원룸,403,403,서울,동작구,empty,여의대방로24다길 13,empty,UNAUTHORIZED_MEMBER
404,윤준호,88,01021387894,M,이현우,01046581804,자녀,150507-1364206,007-492898490157,씨티,25,37.489094,126.909658,구름위 떠있는 기분화이트톤 분리형 원룸,404,404,서울,동작구,empty,신대방13길 5,empty,UNAUTHORIZED_MEMBER
405,김은서,81,01052451843,F,장동현,01052239818,자녀,360403-2372461,001-665844093834,국민,33,37.487234,126.908894,2호선 신대방역 초역세권 도보5 컨디션 최상급 넓고 깔끔한 방,405,405,서울,동작구,empty,대림로 37,empty,UNAUTHORIZED_MEMBER
406,박민석,97,01093876610,M,강우진,01014263168,자녀,120618-1406021,001-593931668983,국민,33,37.486528,126.90947,신대방역 도보3분 실매물 실가격 가성비 최고 원룸,406,406,서울,동작구,empty,신대방1길 40,empty,UNAUTHORIZED_MEMBER
407,박성훈,100,01053626305,M,김은경,01072062231,자녀,380111-2023697,013-955573451292,부산,45,37.495843,126.923283,무드등 분리형원룸 FULL 빌트인 동일 가격대 최고집,407,407,서울,동작구,empty,여의대방로22아길 52,empty,UNAUTHORIZED_MEMBER
408,이선영,98,01097780305,F,김영식,01036486723,자녀,850000-2563123,090-008236707155,카카오,30,37.499025,126.922133,보라매역 역세권 놓치시면 후회할만한 매물을 가지고왔어요,408,408,서울,동작구,empty,여의대방로24다길 21,empty,USER
409,황수진,97,01024694414,F,강경희,01059952646,자녀,000410-2507600,014-622004661387,경남,30,37.486631,126.907637,"깔끔한 신대방역세권 대로변 원룸, 융자없는집",409,409,서울,동작구,empty,신대방1가길 51,empty,UNAUTHORIZED_MEMBER
410,류승민,87,01076481196,M,안순자,01042873093,자녀,690409-2665673,003-913515357220,신한,50,37.496672,126.923428,"깔끔한 원룸, 풀옵션, 넓은 방",410,410,서울,동작구,empty,여의대방로22바길 41,empty,UNAUTHORIZED_MEMBER
411,송민석,95,01041723624,M,고명숙,01087709762,자녀,190421-2250265,013-863975994392,부산,55,37.508522,126.95904,"높은1층, 중앙대4분 중대병원 4분거리 풀옵션 조용한원룸 햇빛굿",411,411,서울,동작구,empty,흑석로13바길 4,empty,UNAUTHORIZED_MEMBER
412,류보람,92,01079233517,F,배영환,01089580675,자녀,240200-1711072,003-464394590251,신한,45,37.508284,126.958446,정문 3분 대형 풀옵션 원룸 위치 좋고 비용 좋아요.,412,412,서울,동작구,empty,흑석로13바길 9,empty,USER
413,이서연,66,01089347751,F,윤명숙,01031228702,자녀,720112-2571113,004-541344497407,하나,45,37.507881,126.957607,"정문 3분 풀옵션 원룸 월차임에 수도세, 인터넷 포함 가성비 굿",413,413,서울,동작구,empty,흑석로7길 26,empty,UNAUTHORIZED_MEMBER
414,홍미영,74,01004880917,F,김성훈,01044556003,자녀,080425-1873148,006-133470689482,기업,35,37.503202,126.922151,안심추천 21년 신축 마지막찬스 주인공이 되세요,414,414,서울,동작구,empty,대방동15다길 3,empty,USER
415,한영진,76,01058261471,M,김성수,01059401164,자녀,470819-1263631,008-416071581109,SC제일,58,37.57243,127.0167,동묘역1분 전입가능 현관보안O 풀옵션 빠른입주가,415,415,서울,종로구,empty,종로58가길 27,empty,UNAUTHORIZED_MEMBER
416,이병철,82,01026035673,M,이서영,01094817972,자녀,750621-2202776,023-289056171128,케이,50,37.60491,126.964743,empty,416,416,서울,종로구,empty,평창문화로 29,empty,UNAUTHORIZED_MEMBER
417,강준서,89,01005137049,M,최경희,01074426557,자녀,840720-1407974,006-880871894690,기업,55,37.605827,126.956718,상명대 후문 예쁜 쉐어하우스,417,417,서울,종로구,empty,진흥로22길 47,empty,USER
418,김영숙,69,01023340576,F,김영자,01016280943,자녀,140429-1105006,013-669664767689,부산,50,37.551282,127.143474,깔끔한 풀옵션원룸 명일역초역세권 교통노선 굿,418,418,서울,강동구,empty,양재대로141길 8,empty,UNAUTHORIZED_MEMBER
419,배경희,87,01021292416,F,윤영숙,01029237074,자녀,680813-1043474,016-068894944004,전북,40,37.543592,127.136307,굽은다리역세권 전용이 넓고 큼직한 2룸 즉시입주,419,419,서울,강동구,천호동,empty,empty,UNAUTHORIZED_MEMBER
420,박현숙,67,01051834197,F,이광수,01065292903,자녀,310129-1348420,090-749237680208,카카오,30,37.543243,127.1451,"수리되어 깨끗한 원룸, 굽은다리역 5분, 주인 좋음,",420,420,서울,강동구,empty,양재대로124길 49,empty,USER
421,안중수,86,01004914702,M,박성진,01005903904,자녀,190813-2327968,002-417922476801,우리,40,37.549438,127.140364,"GOLD, 방2화1, 넓은편임, 명일역 , 입주하시",421,421,서울,강동구,empty,상암로39길 77,empty,UNAUTHORIZED_MEMBER
422,오명자,100,01074096608,F,권경숙,01071753386,자녀,010118-2671142,023-368431812648,케이,50,37.559444,127.168803,저렴하고 쾌적한 투룸 월세 I 깨끗한 거주환경 I 상일동역 도보권,422,422,서울,강동구,empty,고덕로83길 54,empty,UNAUTHORIZED_MEMBER
423,이은정,91,01049551669,F,윤지아,01036477375,자녀,250220-1452209,011-848228982532,산업,60,37.564434,127.173736,대로변 버스정류장 바로 앞 귀한 오피스텔 교통주차편리,423,423,서울,강동구,강일동,empty,empty,USER
424,한은지,65,01013373914,F,이영길,01069817324,자녀,470317-1284015,090-043395104716,카카오,45,37.565221,127.172935,복층풀옵션 I 사업자가능 I  부가세별도 I  입주협의,424,424,서울,강동구,empty,아리수로91길 32,empty,UNAUTHORIZED_MEMBER
425,손정숙,76,01082399796,F,박정수,01057185031,자녀,180111-1228413,008-288247375729,SC제일,50,37.565221,127.172935,관리비저렴하고 혼자살기 좋은 저렴하고예쁜복층오피스텔,425,425,서울,강동구,empty,아리수로91길 32,empty,USER
426,이재현,71,01016708073,M,정영수,01084587218,자녀,110100-2305364,090-058820348461,카카오,40,37.510233,126.898609,"신도림역 도보역세권 풀옵션,엘베,뷰좋음,주차,즉시입주가능",426,426,서울,영등포구,empty,도림로 373,empty,UNAUTHORIZED_MEMBER
427,최현우,84,01017436986,M,김보람,01031127811,자녀,490318-2048931,007-416611912552,씨티,50,37.504594,126.921608,empty,427,427,서울,영등포구,empty,가마산로89길 4,empty,USER
